purchase_id,product_id,quantity,unit_price,purchase_date
13646,45,4,9.5,
13646,24,12,4.5,
13646,20,10,81.0,
13646,21,20,10.0,
13646,34,42,14.0,
13646,4,11,22.0,
13646,32,25,32.0,
13646,7,46,30.0,
13646,54,26,7.45,
13646,46,44,12.0,
13646,14,18,23.25,
13646,36,35,19.0,
13646,50,39,16.25,
13646,77,34,13.0,
13646,44,40,19.45,
13647,61,37,28.5,
13647,28,32,45.6,
13647,7,18,30.0,
13647,50,38,16.25,
13647,39,37,18.0,
13647,31,32,12.5,
13647,27,20,43.9,
13647,11,28,21.0,
13647,74,19,10.0,
13647,75,18,7.75,
13647,15,16,15.5,
13647,25,18,14.0,
13647,34,35,14.0,
13647,38,15,263.5,
13647,20,27,81.0,
13647,12,9,38.0,
13647,51,49,53.0,
13647,60,5,34.0,
13647,23,31,9.0,
13647,55,35,24.0,
13647,21,17,10.0,
13647,2,18,19.0,
13647,54,34,7.45,
13647,66,43,17.0,
13647,58,42,13.25,
13647,56,3,38.0,
13647,59,2,55.0,
13647,68,48,12.5,
13647,44,10,19.45,
13647,47,34,9.5,
13647,53,28,32.8,
13647,69,4,36.0,
13647,4,3,22.0,
13647,18,32,62.5,
13647,65,38,21.05,
13647,45,29,9.5,
13647,33,24,2.5,
13647,62,44,49.3,
13647,35,48,18.0,
13647,14,33,23.25,
13647,64,35,33.25,
13647,22,11,21.0,
13647,13,2,6.0,
13647,3,47,10.0,
13647,32,30,32.0,
13647,71,47,21.5,
13647,10,15,31.0,
13647,72,26,34.8,
13647,26,11,31.23,
13647,67,42,14.0,
13647,37,29,26.0,
13647,77,40,13.0,
13647,57,48,19.5,
13647,52,2,7.0,
13647,76,25,18.0,
13647,43,4,46.0,
13647,36,44,19.0,
13647,63,42,43.9,
13647,42,50,14.0,
13647,41,28,9.65,
13647,8,28,40.0,
13647,30,35,25.89,
13647,9,30,97.0,
13647,16,11,17.45,
13647,49,28,20.0,
13647,40,23,18.4,
13647,70,15,15.0,
13647,29,25,123.79,
13647,73,19,15.0,
13647,48,20,12.75,
13647,24,47,4.5,
13647,19,40,9.2,
13648,47,26,9.5,
13648,62,39,49.3,
13649,36,36,19.0,
13649,66,14,17.0,
13649,31,10,12.5,
13649,23,3,9.0,
13649,58,19,13.25,
13649,28,29,45.6,
13649,52,15,7.0,
13649,53,21,32.8,
13649,4,20,22.0,
13649,24,7,4.5,
13649,14,17,23.25,
13649,35,41,18.0,
13649,5,5,21.35,
13649,26,49,31.23,
13649,3,3,10.0,
13649,22,34,21.0,
13649,54,18,7.45,
13649,42,10,14.0,
13649,62,49,49.3,
13649,75,2,7.75,
13649,32,50,32.0,
13649,30,21,25.89,
13649,57,27,19.5,
13649,10,36,31.0,
13649,45,38,9.5,
13649,34,23,14.0,
13649,43,48,46.0,
13649,13,14,6.0,
13649,41,10,9.65,
13649,47,19,9.5,
13649,17,21,39.0,
13649,21,30,10.0,
13649,50,5,16.25,
13649,6,42,25.0,
13649,9,35,97.0,
13649,37,45,26.0,
13649,33,33,2.5,
13650,55,9,24.0,
13650,47,23,9.5,
13650,35,45,18.0,
13650,63,14,43.9,
13650,62,13,49.3,
13650,22,31,21.0,
13650,45,41,9.5,
13650,23,13,9.0,
13650,25,9,14.0,
13650,51,43,53.0,
13650,76,42,18.0,
13650,30,43,25.89,
13650,42,24,14.0,
13650,70,29,15.0,
13650,29,19,123.79,
13650,12,43,38.0,
13650,68,25,12.5,
13650,5,46,21.35,
13650,6,15,25.0,
13650,54,37,7.45,
13650,38,45,263.5,
13650,72,42,34.8,
13650,33,12,2.5,
13650,44,2,19.45,
13650,2,33,19.0,
13650,13,14,6.0,
13650,36,11,19.0,
13650,18,30,62.5,
13650,66,19,17.0,
13650,53,22,32.8,
13650,20,49,81.0,
13650,48,20,12.75,
13650,75,47,7.75,
13650,24,36,4.5,
13650,17,7,39.0,
13650,4,34,22.0,
13650,49,48,20.0,
13650,8,19,40.0,
13650,1,25,18.0,
13650,74,32,10.0,
13650,39,20,18.0,
13650,27,40,43.9,
13650,10,18,31.0,
13650,56,33,38.0,
13650,60,27,34.0,
13650,77,32,13.0,
13650,31,50,12.5,
13650,14,5,23.25,
13650,16,6,17.45,
13650,71,31,21.5,
13650,69,45,36.0,
13650,57,13,19.5,
13650,43,25,46.0,
13650,65,48,21.05,
13650,58,4,13.25,
13650,52,16,7.0,
13650,19,8,9.2,
13650,3,21,10.0,
13650,73,9,15.0,
13650,59,46,55.0,
13650,61,1,28.5,
13650,21,50,10.0,
13650,7,46,30.0,
13650,41,20,9.65,
13650,64,29,33.25,
13650,40,17,18.4,
13650,11,5,21.0,
13650,34,50,14.0,
13650,37,40,26.0,
13650,15,23,15.5,
13650,67,16,14.0,
13650,28,9,45.6,
13651,48,25,12.75,
13651,10,9,31.0,
13651,12,26,38.0,
13651,4,3,22.0,
13651,30,18,25.89,
13651,73,12,15.0,
13651,3,48,10.0,
13651,70,30,15.0,
13651,77,23,13.0,
13651,24,16,4.5,
13651,1,36,18.0,
13652,35,40,18.0,
13652,58,48,13.25,
13652,50,24,16.25,
13652,37,27,26.0,
13652,15,45,15.5,
13652,6,11,25.0,
13652,11,14,21.0,
13652,24,32,4.5,
13652,47,19,9.5,
13652,59,20,55.0,
13652,34,37,14.0,
13652,51,23,53.0,
13652,9,7,97.0,
13652,31,26,12.5,
13652,65,34,21.05,
13652,40,15,18.4,
13652,18,20,62.5,
13652,39,26,18.0,
13652,57,49,19.5,
13652,13,28,6.0,
13652,41,21,9.65,
13652,10,31,31.0,
13652,77,36,13.0,
13652,17,28,39.0,
13652,61,6,28.5,
13652,28,40,45.6,
13652,67,18,14.0,
13652,63,46,43.9,
13652,70,48,15.0,
13652,71,17,21.5,
13652,25,18,14.0,
13652,36,24,19.0,
13652,62,49,49.3,
13652,60,8,34.0,
13652,4,31,22.0,
13652,69,40,36.0,
13652,72,6,34.8,
13652,30,18,25.89,
13652,38,18,263.5,
13652,64,12,33.25,
13652,1,8,18.0,
13652,12,32,38.0,
13652,75,24,7.75,
13652,45,37,9.5,
13652,46,31,12.0,
13652,49,46,20.0,
13652,7,4,30.0,
13652,54,15,7.45,
13653,21,31,10.0,
13653,75,10,7.75,
13653,70,17,15.0,
13653,42,28,14.0,
13653,22,44,21.0,
13653,69,6,36.0,
13653,5,32,21.35,
13653,67,19,14.0,
13653,33,27,2.5,
13653,74,49,10.0,
13653,7,49,30.0,
13653,4,5,22.0,
13653,64,12,33.25,
13653,76,43,18.0,
13653,57,34,19.5,
13653,26,47,31.23,
13653,25,40,14.0,
13653,55,12,24.0,
13653,63,42,43.9,
13653,13,22,6.0,
13653,72,47,34.8,
13653,20,13,81.0,
13654,50,24,16.25,
13654,11,33,21.0,
13654,10,27,31.0,
13654,68,40,12.5,
13655,37,7,26.0,
13655,11,42,21.0,
13655,47,27,9.5,
13655,33,30,2.5,
13655,66,34,17.0,
13655,36,29,19.0,
13655,40,9,18.4,
13655,21,41,10.0,
13655,14,20,23.25,
13655,75,32,7.75,
13655,19,50,9.2,
13655,23,47,9.0,
13655,50,45,16.25,
13655,77,36,13.0,
13655,64,15,33.25,
13655,72,6,34.8,
13655,73,45,15.0,
13655,59,32,55.0,
13655,49,17,20.0,
13655,65,24,21.05,
13655,5,46,21.35,
13655,25,23,14.0,
13655,76,47,18.0,
13655,43,39,46.0,
13655,8,9,40.0,
13655,54,20,7.45,
13655,30,15,25.89,
13655,63,16,43.9,
13655,56,21,38.0,
13655,15,32,15.5,
13655,26,31,31.23,
13655,34,28,14.0,
13655,51,3,53.0,
13655,45,20,9.5,
13655,22,39,21.0,
13655,17,13,39.0,
13655,31,9,12.5,
13655,35,13,18.0,
13655,60,32,34.0,
13655,61,2,28.5,
13655,52,25,7.0,
13655,13,40,6.0,
13655,57,33,19.5,
13655,29,7,123.79,
13655,39,4,18.0,
13655,74,9,10.0,
13655,12,41,38.0,
13655,44,39,19.45,
13655,32,38,32.0,
13655,70,43,15.0,
13655,6,24,25.0,
13655,20,2,81.0,
13655,46,33,12.0,
13655,68,26,12.5,
13655,28,36,45.6,
13655,71,30,21.5,
13655,48,13,12.75,
13655,7,45,30.0,
13655,42,22,14.0,
13655,27,25,43.9,
13655,10,37,31.0,
13655,18,49,62.5,
13655,24,43,4.5,
13655,41,10,9.65,
13655,16,31,17.45,
13655,67,15,14.0,
13655,4,21,22.0,
13655,58,16,13.25,
13655,9,45,97.0,
13655,55,38,24.0,
13655,1,2,18.0,
13655,3,37,10.0,
13655,38,23,263.5,
13655,2,31,19.0,
13656,75,40,7.75,
13656,60,23,34.0,
13656,58,49,13.25,
13656,3,45,10.0,
13656,62,21,49.3,
13656,40,20,18.4,
13656,2,27,19.0,
13656,54,29,7.45,
13656,42,42,14.0,
13656,1,18,18.0,
13656,8,31,40.0,
13656,20,50,81.0,
13656,57,29,19.5,
13656,69,3,36.0,
13656,74,36,10.0,
13656,15,41,15.5,
13656,38,38,263.5,
13656,35,36,18.0,
13656,61,32,28.5,
13656,29,29,123.79,
13656,6,44,25.0,
13656,43,20,46.0,
13656,52,8,7.0,
13656,56,12,38.0,
13656,59,2,55.0,
13656,11,45,21.0,
13656,10,23,31.0,
13656,53,8,32.8,
13656,36,13,19.0,
13656,48,33,12.75,
13656,67,1,14.0,
13656,30,45,25.89,
13656,68,41,12.5,
13656,77,46,13.0,
13656,46,28,12.0,
13656,26,43,31.23,
13656,16,16,17.45,
13656,14,16,23.25,
13656,12,37,38.0,
13656,71,26,21.5,
13656,5,29,21.35,
13656,70,32,15.0,
13656,13,13,6.0,
13656,4,37,22.0,
13656,44,16,19.45,
13656,9,25,97.0,
13656,49,5,20.0,
13656,21,39,10.0,
13656,50,49,16.25,
13656,47,38,9.5,
13656,45,14,9.5,
13656,28,3,45.6,
13656,51,27,53.0,
13656,17,17,39.0,
13656,55,39,24.0,
13656,22,31,21.0,
13656,25,46,14.0,
13656,24,40,4.5,
13656,23,23,9.0,
13656,72,3,34.8,
13656,63,50,43.9,
13656,34,40,14.0,
13656,37,46,26.0,
13656,73,45,15.0,
13656,64,28,33.25,
13656,31,50,12.5,
13656,39,31,18.0,
13656,66,8,17.0,
13656,76,22,18.0,
13656,41,22,9.65,
13656,19,25,9.2,
13656,27,19,43.9,
13656,7,28,30.0,
13656,33,9,2.5,
13656,65,19,21.05,
13657,24,8,4.5,
13657,49,38,20.0,
13657,44,24,19.45,
13657,9,35,97.0,
13657,58,39,13.25,
13657,65,32,21.05,
13657,69,42,36.0,
13657,68,36,12.5,
13657,54,38,7.45,
13657,7,11,30.0,
13657,20,8,81.0,
13657,53,21,32.8,
13657,36,48,19.0,
13657,33,23,2.5,
13657,28,9,45.6,
13657,19,7,9.2,
13657,70,38,15.0,
13657,67,46,14.0,
13657,18,37,62.5,
13657,4,49,22.0,
13657,5,33,21.35,
13657,45,38,9.5,
13657,10,7,31.0,
13657,8,23,40.0,
13657,29,8,123.79,
13657,40,44,18.4,
13657,77,37,13.0,
13657,52,10,7.0,
13657,1,48,18.0,
13658,16,10,17.45,
13658,60,8,34.0,
13658,66,31,17.0,
13658,3,29,10.0,
13658,76,39,18.0,
13658,19,31,9.2,
13658,57,49,19.5,
13658,74,47,10.0,
13658,64,20,33.25,
13658,6,44,25.0,
13658,36,43,19.0,
13658,45,10,9.5,
13658,55,31,24.0,
13658,42,42,14.0,
13658,75,2,7.75,
13658,30,29,25.89,
13658,43,38,46.0,
13658,32,44,32.0,
13658,7,41,30.0,
13658,21,33,10.0,
13658,62,40,49.3,
13659,24,1,4.5,
13659,36,23,19.0,
13659,74,38,10.0,
13659,62,42,49.3,
13659,39,41,18.0,
13659,19,21,9.2,
13659,55,19,24.0,
13659,10,48,31.0,
13659,53,11,32.8,
13659,6,17,25.0,
13659,37,40,26.0,
13659,22,38,21.0,
13659,34,37,14.0,
13659,35,23,18.0,
13659,51,15,53.0,
13659,30,24,25.89,
13659,7,9,30.0,
13659,75,20,7.75,
13659,12,32,38.0,
13659,18,23,62.5,
13659,13,29,6.0,
13659,11,40,21.0,
13659,5,45,21.35,
13659,56,12,38.0,
13659,59,43,55.0,
13659,8,48,40.0,
13659,57,35,19.5,
13659,67,19,14.0,
13659,64,10,33.25,
13659,47,39,9.5,
13659,70,27,15.0,
13659,16,49,17.45,
13659,38,16,263.5,
13659,25,21,14.0,
13659,23,6,9.0,
13659,14,39,23.25,
13659,32,38,32.0,
13659,50,21,16.25,
13659,21,18,10.0,
13659,2,8,19.0,
13659,69,14,36.0,
13659,33,39,2.5,
13659,65,34,21.05,
13659,3,37,10.0,
13659,58,45,13.25,
13659,73,24,15.0,
13659,48,27,12.75,
13659,43,43,46.0,
13660,55,38,24.0,
13660,14,3,23.25,
13660,42,34,14.0,
13660,35,25,18.0,
13660,3,28,10.0,
13660,54,27,7.45,
13660,43,18,46.0,
13660,46,5,12.0,
13660,44,31,19.45,
13660,65,9,21.05,
13660,61,39,28.5,
13660,37,9,26.0,
13660,58,17,13.25,
13660,27,46,43.9,
13660,34,13,14.0,
13660,9,6,97.0,
13660,16,47,17.45,
13660,71,45,21.5,
13660,2,34,19.0,
13660,59,15,55.0,
13660,17,30,39.0,
13660,33,11,2.5,
13660,28,50,45.6,
13660,72,34,34.8,
13660,50,1,16.25,
13660,30,27,25.89,
13660,56,43,38.0,
13660,21,23,10.0,
13660,69,47,36.0,
13660,11,13,21.0,
13661,57,9,19.5,
13661,55,3,24.0,
13661,26,38,31.23,
13661,30,42,25.89,
13661,71,10,21.5,
13661,45,42,9.5,
13661,49,18,20.0,
13661,75,37,7.75,
13661,11,14,21.0,
13661,35,20,18.0,
13661,72,19,34.8,
13661,62,26,49.3,
13661,8,6,40.0,
13661,52,10,7.0,
13661,69,35,36.0,
13661,37,1,26.0,
13661,42,33,14.0,
13661,20,15,81.0,
13661,48,20,12.75,
13661,60,26,34.0,
13661,43,19,46.0,
13661,67,24,14.0,
13661,19,19,9.2,
13662,32,8,32.0,
13662,75,8,7.75,
13662,11,2,21.0,
13662,13,18,6.0,
13662,30,38,25.89,
13662,8,37,40.0,
13662,21,18,10.0,
13662,10,42,31.0,
13662,6,32,25.0,
13662,38,34,263.5,
13662,64,4,33.25,
13662,45,17,9.5,
13662,40,48,18.4,
13662,9,2,97.0,
13662,7,31,30.0,
13662,22,24,21.0,
13662,20,12,81.0,
13662,2,12,19.0,
13662,60,5,34.0,
13662,14,11,23.25,
13662,53,22,32.8,
13662,55,41,24.0,
13662,61,13,28.5,
13662,25,16,14.0,
13662,62,24,49.3,
13662,74,50,10.0,
13662,36,8,19.0,
13662,66,18,17.0,
13662,71,6,21.5,
13662,28,19,45.6,
13662,77,50,13.0,
13662,34,35,14.0,
13662,72,44,34.8,
13662,39,13,18.0,
13662,29,44,123.79,
13662,3,3,10.0,
13662,41,47,9.65,
13662,57,28,19.5,
13662,27,47,43.9,
13662,52,40,7.0,
13662,1,2,18.0,
13662,16,33,17.45,
13662,73,30,15.0,
13662,24,16,4.5,
13663,49,25,20.0,
13663,67,35,14.0,
13663,6,47,25.0,
13663,50,16,16.25,
13663,29,16,123.79,
13663,63,33,43.9,
13663,21,34,10.0,
13663,41,44,9.65,
13663,44,1,19.45,
13663,68,30,12.5,
13663,64,46,33.25,
13663,25,6,14.0,
13663,46,19,12.0,
13663,54,49,7.45,
13663,12,14,38.0,
13663,11,27,21.0,
13663,30,46,25.89,
13663,32,19,32.0,
13663,65,37,21.05,
13663,28,47,45.6,
13663,76,38,18.0,
13663,73,9,15.0,
13663,23,3,9.0,
13663,40,22,18.4,
13663,10,36,31.0,
13663,14,28,23.25,
13663,59,12,55.0,
13663,52,2,7.0,
13663,9,41,97.0,
13663,13,6,6.0,
13663,16,24,17.45,
13663,33,14,2.5,
13663,26,46,31.23,
13663,74,8,10.0,
13663,36,21,19.0,
13663,62,9,49.3,
13663,19,8,9.2,
13663,5,41,21.35,
13663,27,44,43.9,
13663,35,6,18.0,
13663,72,17,34.8,
13663,58,46,13.25,
13663,22,34,21.0,
13664,36,24,19.0,
13664,11,8,21.0,
13664,8,48,40.0,
13664,25,8,14.0,
13664,73,42,15.0,
13664,27,50,43.9,
13664,6,48,25.0,
13664,26,3,31.23,
13664,4,29,22.0,
13664,5,5,21.35,
13664,63,41,43.9,
13664,42,42,14.0,
13664,76,10,18.0,
13664,49,39,20.0,
13664,14,11,23.25,
13664,32,8,32.0,
13664,58,12,13.25,
13664,18,33,62.5,
13664,54,27,7.45,
13664,43,11,46.0,
13664,52,4,7.0,
13664,50,20,16.25,
13664,53,27,32.8,
13664,59,19,55.0,
13664,51,27,53.0,
13664,7,20,30.0,
13664,3,11,10.0,
13664,2,3,19.0,
13664,28,16,45.6,
13664,61,29,28.5,
13664,19,9,9.2,
13664,29,14,123.79,
13664,24,13,4.5,
13664,9,31,97.0,
13664,57,27,19.5,
13664,66,10,17.0,
13664,74,21,10.0,
13665,5,7,21.35,
13665,70,21,15.0,
13665,11,46,21.0,
13665,51,21,53.0,
13665,65,33,21.05,
13665,8,4,40.0,
13665,36,46,19.0,
13665,53,46,32.8,
13665,19,36,9.2,
13665,22,47,21.0,
13665,25,50,14.0,
13665,16,7,17.45,
13665,60,45,34.0,
13665,23,26,9.0,
13665,40,10,18.4,
13665,52,39,7.0,
13665,75,44,7.75,
13665,14,20,23.25,
13665,10,26,31.0,
13665,30,38,25.89,
13665,48,30,12.75,
13665,20,42,81.0,
13665,31,39,12.5,
13665,45,2,9.5,
13665,62,22,49.3,
13665,3,10,10.0,
13665,1,8,18.0,
13665,72,23,34.8,
13665,57,8,19.5,
13665,27,31,43.9,
13665,35,49,18.0,
13665,28,45,45.6,
13665,74,42,10.0,
13665,59,12,55.0,
13665,44,39,19.45,
13665,67,26,14.0,
13665,43,20,46.0,
13665,26,5,31.23,
13665,76,34,18.0,
13665,6,6,25.0,
13665,68,46,12.5,
13665,7,17,30.0,
13665,77,5,13.0,
13665,21,11,10.0,
13665,56,9,38.0,
13665,18,23,62.5,
13665,13,47,6.0,
13665,66,44,17.0,
13665,29,43,123.79,
13665,4,50,22.0,
13665,15,16,15.5,
13665,50,33,16.25,
13665,61,19,28.5,
13665,41,28,9.65,
13665,9,45,97.0,
13665,47,19,9.5,
13665,64,30,33.25,
13666,6,2,25.0,
13666,55,14,24.0,
13666,47,49,9.5,
13666,28,44,45.6,
13666,61,20,28.5,
13666,39,41,18.0,
13666,60,41,34.0,
13666,37,38,26.0,
13666,24,2,4.5,
13666,20,23,81.0,
13666,2,41,19.0,
13666,74,34,10.0,
13666,34,26,14.0,
13666,18,45,62.5,
13666,68,48,12.5,
13666,43,48,46.0,
13666,49,6,20.0,
13666,33,19,2.5,
13666,75,31,7.75,
13666,64,48,33.25,
13666,35,2,18.0,
13666,7,20,30.0,
13666,65,38,21.05,
13666,48,22,12.75,
13666,62,24,49.3,
13666,27,21,43.9,
13666,9,41,97.0,
13666,53,11,32.8,
13666,52,12,7.0,
13666,30,41,25.89,
13666,42,29,14.0,
13666,66,22,17.0,
13666,8,28,40.0,
13666,3,32,10.0,
13666,50,6,16.25,
13666,22,6,21.0,
13666,21,28,10.0,
13666,45,39,9.5,
13666,31,26,12.5,
13666,26,34,31.23,
13666,63,16,43.9,
13666,16,49,17.45,
13666,46,8,12.0,
13666,54,40,7.45,
13666,58,16,13.25,
13666,10,32,31.0,
13666,56,3,38.0,
13667,56,15,38.0,
13667,48,14,12.75,
13667,34,3,14.0,
13667,5,2,21.35,
13667,42,10,14.0,
13667,2,30,19.0,
13667,58,3,13.25,
13667,53,49,32.8,
13667,17,18,39.0,
13667,44,5,19.45,
13667,7,18,30.0,
13667,11,24,21.0,
13667,47,11,9.5,
13667,74,21,10.0,
13667,20,8,81.0,
13667,35,10,18.0,
13667,63,26,43.9,
13667,8,49,40.0,
13667,36,29,19.0,
13667,64,44,33.25,
13667,33,11,2.5,
13667,72,18,34.8,
13667,57,28,19.5,
13667,29,26,123.79,
13667,38,37,263.5,
13667,4,50,22.0,
13667,62,1,49.3,
13667,70,21,15.0,
13667,51,26,53.0,
13667,37,35,26.0,
13667,65,10,21.05,
13667,77,37,13.0,
13667,60,9,34.0,
13667,16,1,17.45,
13667,66,2,17.0,
13667,12,30,38.0,
13667,3,35,10.0,
13668,48,31,12.75,
13668,63,48,43.9,
13668,5,3,21.35,
13668,33,26,2.5,
13668,17,12,39.0,
13668,28,44,45.6,
13669,31,13,12.5,
13669,19,29,9.2,
13669,37,8,26.0,
13669,1,5,18.0,
13669,26,5,31.23,
13669,9,28,97.0,
13669,24,18,4.5,
13669,53,25,32.8,
13669,54,32,7.45,
13669,64,10,33.25,
13669,57,40,19.5,
13669,42,48,14.0,
13669,2,20,19.0,
13669,10,15,31.0,
13669,41,45,9.65,
13669,59,31,55.0,
13669,56,46,38.0,
13669,12,18,38.0,
13669,21,48,10.0,
13669,47,5,9.5,
13669,30,15,25.89,
13669,49,11,20.0,
13669,63,44,43.9,
13669,6,46,25.0,
13669,14,7,23.25,
13669,46,9,12.0,
13669,4,6,22.0,
13669,38,14,263.5,
13669,44,13,19.45,
13669,62,35,49.3,
13669,76,8,18.0,
13669,32,2,32.0,
13669,58,38,13.25,
13669,67,18,14.0,
13669,55,6,24.0,
13669,16,32,17.45,
13669,39,9,18.0,
13669,72,10,34.8,
13669,22,1,21.0,
13669,52,6,7.0,
13669,7,24,30.0,
13669,70,35,15.0,
13669,61,30,28.5,
13669,27,34,43.9,
13670,32,48,32.0,
13670,17,7,39.0,
13670,27,23,43.9,
13670,37,4,26.0,
13670,41,29,9.65,
13670,67,49,14.0,
13670,14,20,23.25,
13670,46,34,12.0,
13670,47,45,9.5,
13670,57,27,19.5,
13670,75,16,7.75,
13670,71,3,21.5,
13670,53,12,32.8,
13670,70,41,15.0,
13670,69,30,36.0,
13670,2,40,19.0,
13670,54,3,7.45,
13670,30,41,25.89,
13670,3,47,10.0,
13670,61,44,28.5,
13670,25,20,14.0,
13670,50,20,16.25,
13670,60,39,34.0,
13670,48,14,12.75,
13670,16,47,17.45,
13670,73,4,15.0,
13670,38,3,263.5,
13670,35,31,18.0,
13670,13,39,6.0,
13670,76,13,18.0,
13670,56,1,38.0,
13670,10,12,31.0,
13670,5,7,21.35,
13670,22,18,21.0,
13670,26,2,31.23,
13670,11,27,21.0,
13670,77,28,13.0,
13670,62,35,49.3,
13670,52,1,7.0,
13670,34,37,14.0,
13670,9,39,97.0,
13670,40,3,18.4,
13670,44,29,19.45,
13670,64,2,33.25,
13670,23,4,9.0,
13670,20,49,81.0,
13670,74,17,10.0,
13670,72,43,34.8,
13670,65,34,21.05,
13670,1,12,18.0,
13670,15,27,15.5,
13670,4,8,22.0,
13670,66,41,17.0,
13670,33,1,2.5,
13670,8,21,40.0,
13670,21,26,10.0,
13670,42,18,14.0,
13670,68,8,12.5,
13670,59,10,55.0,
13670,28,19,45.6,
13670,63,25,43.9,
13670,39,14,18.0,
13670,49,35,20.0,
13670,55,21,24.0,
13670,24,32,4.5,
13670,19,7,9.2,
13670,45,16,9.5,
13670,18,32,62.5,
13670,31,25,12.5,
13670,43,49,46.0,
13670,7,33,30.0,
13670,6,50,25.0,
13670,51,15,53.0,
13671,49,2,20.0,
13671,55,47,24.0,
13671,43,38,46.0,
13671,16,13,17.45,
13671,64,8,33.25,
13671,6,8,25.0,
13671,65,24,21.05,
13671,7,24,30.0,
13671,72,4,34.8,
13671,45,49,9.5,
13671,62,11,49.3,
13671,48,44,12.75,
13671,14,2,23.25,
13671,52,18,7.0,
13671,32,50,32.0,
13671,35,16,18.0,
13671,40,46,18.4,
13671,18,15,62.5,
13671,29,26,123.79,
13671,53,29,32.8,
13671,69,21,36.0,
13671,9,33,97.0,
13671,37,36,26.0,
13671,1,28,18.0,
13671,68,13,12.5,
13671,50,19,16.25,
13671,73,2,15.0,
13671,4,37,22.0,
13671,20,31,81.0,
13671,59,20,55.0,
13671,21,8,10.0,
13671,2,24,19.0,
13671,10,26,31.0,
13671,24,17,4.5,
13671,11,41,21.0,
13671,71,27,21.5,
13671,57,11,19.5,
13671,75,34,7.75,
13671,51,18,53.0,
13671,31,5,12.5,
13671,34,1,14.0,
13671,70,16,15.0,
13671,58,3,13.25,
13671,74,24,10.0,
13671,28,31,45.6,
13671,36,33,19.0,
13671,56,14,38.0,
13671,60,33,34.0,
13671,38,13,263.5,
13671,5,20,21.35,
13671,67,34,14.0,
13671,44,35,19.45,
13671,27,47,43.9,
13671,46,36,12.0,
13671,13,24,6.0,
13671,76,2,18.0,
13671,33,31,2.5,
13671,19,37,9.2,
13671,42,30,14.0,
13671,17,39,39.0,
13671,15,22,15.5,
13671,12,20,38.0,
13671,41,17,9.65,
13671,8,19,40.0,
13671,63,18,43.9,
13671,22,42,21.0,
13671,26,38,31.23,
13671,54,20,7.45,
13671,3,13,10.0,
13671,23,50,9.0,
13672,18,20,62.5,
13672,74,27,10.0,
13672,49,26,20.0,
13672,13,17,6.0,
13672,39,5,18.0,
13672,67,2,14.0,
13672,47,5,9.5,
13672,27,15,43.9,
13672,14,23,23.25,
13672,50,42,16.25,
13672,48,30,12.75,
13672,58,6,13.25,
13672,51,45,53.0,
13672,9,39,97.0,
13672,45,40,9.5,
13672,42,14,14.0,
13672,8,24,40.0,
13672,26,39,31.23,
13672,2,20,19.0,
13672,28,24,45.6,
13672,30,31,25.89,
13672,34,39,14.0,
13672,53,6,32.8,
13672,19,42,9.2,
13672,62,37,49.3,
13672,12,19,38.0,
13672,29,20,123.79,
13672,7,38,30.0,
13672,57,43,19.5,
13672,46,4,12.0,
13672,22,1,21.0,
13672,17,5,39.0,
13672,33,38,2.5,
13672,35,9,18.0,
13672,61,21,28.5,
13672,24,8,4.5,
13672,37,44,26.0,
13672,6,36,25.0,
13672,32,36,32.0,
13673,37,37,26.0,
13673,65,48,21.05,
13673,74,22,10.0,
13673,66,18,17.0,
13673,32,50,32.0,
13673,53,30,32.8,
13673,17,38,39.0,
13673,18,15,62.5,
13673,68,38,12.5,
13673,19,2,9.2,
13673,63,17,43.9,
13673,4,16,22.0,
13673,20,37,81.0,
13673,45,12,9.5,
13673,59,42,55.0,
13673,28,19,45.6,
13673,50,23,16.25,
13673,42,18,14.0,
13673,41,19,9.65,
13673,22,26,21.0,
13673,30,31,25.89,
13673,6,24,25.0,
13673,64,25,33.25,
13673,46,47,12.0,
13673,15,31,15.5,
13673,35,1,18.0,
13673,2,12,19.0,
13673,24,13,4.5,
13673,44,4,19.45,
13673,16,15,17.45,
13673,14,5,23.25,
13673,9,5,97.0,
13673,60,34,34.0,
13673,72,11,34.8,
13673,38,48,263.5,
13673,10,7,31.0,
13673,25,35,14.0,
13673,34,32,14.0,
13673,73,44,15.0,
13673,26,11,31.23,
13673,49,18,20.0,
13673,39,37,18.0,
13673,21,17,10.0,
13673,3,9,10.0,
13673,52,19,7.0,
13673,55,39,24.0,
13673,7,41,30.0,
13673,56,21,38.0,
13673,77,39,13.0,
13673,51,30,53.0,
13673,48,6,12.75,
13673,29,41,123.79,
13673,31,37,12.5,
13673,57,15,19.5,
13673,40,37,18.4,
13673,71,38,21.5,
13673,11,48,21.0,
13673,62,42,49.3,
13673,67,43,14.0,
13673,5,9,21.35,
13673,33,11,2.5,
13673,54,14,7.45,
13673,61,29,28.5,
13673,23,5,9.0,
13673,36,33,19.0,
13674,55,6,24.0,
13674,66,43,17.0,
13674,64,3,33.25,
13674,25,22,14.0,
13674,33,35,2.5,
13674,29,10,123.79,
13674,16,15,17.45,
13674,4,27,22.0,
13674,75,1,7.75,
13674,52,29,7.0,
13674,27,23,43.9,
13674,17,32,39.0,
13674,60,34,34.0,
13674,72,5,34.8,
13674,36,26,19.0,
13674,24,32,4.5,
13674,45,11,9.5,
13674,77,13,13.0,
13674,54,40,7.45,
