waste_id,facility_id,date,material_type,quantity_kg,treatment,is_recycled,source
491,200,2023-03-23,polyester,0.33,landfill,False,production_job
492,100,2023-03-23,paper,0.167,landfill,False,production_job
493,100,2023-03-23,paper,0.153,incineration,False,production_job
494,200,2023-03-23,silk,0.12,landfill,False,production_job
495,100,2023-03-23,metal,0.075,recycled,True,production_job
496,100,2023-03-23,silk,0.062,incineration,False,production_job
497,100,2023-03-23,paper,0.191,landfill,False,production_job
498,200,2023-03-23,silk,0.03,landfill,False,production_job
499,100,2023-03-23,silk,0.041,reused,True,production_job
500,200,2023-03-23,silk,0.078,recycled,True,production_job
501,100,2023-03-23,metal,0.16,incineration,False,production_job
502,100,2023-03-23,metal,0.265,incineration,False,production_job
503,100,2023-03-23,metal,0.211,landfill,False,production_job
504,200,2023-03-23,paper,0.131,landfill,False,production_job
505,100,2023-03-23,cotton,0.103,incineration,False,production_job
506,100,2023-03-23,cotton,0.117,recycled,True,production_job
507,200,2023-03-23,paper,0.123,landfill,False,production_job
508,100,2023-03-23,polyester,0.092,incineration,False,production_job
509,200,2023-03-23,cotton,0.327,incineration,False,production_job
510,200,2023-03-23,cotton,0.124,landfill,False,production_job
511,100,2023-03-23,metal,0.068,incineration,False,production_job
512,200,2023-03-23,silk,0.121,recycled,True,production_job
513,100,2023-03-23,plastic,0.119,reused,True,production_job
514,200,2023-03-23,metal,0.049,landfill,False,production_job
515,200,2023-03-23,plastic,0.056,landfill,False,production_job
516,100,2023-03-23,paper,0.029,recycled,True,production_job
517,200,2023-03-23,paper,0.156,incineration,False,production_job
518,200,2023-03-23,cotton,0.108,recycled,True,production_job
519,200,2023-03-23,plastic,0.031,incineration,False,production_job
520,200,2023-03-23,polyester,0.074,incineration,False,production_job
521,200,2023-03-23,cotton,0.12,landfill,False,production_job
522,100,2023-03-23,polyester,0.286,incineration,False,production_job
523,200,2023-03-23,silk,0.197,landfill,False,production_job
524,100,2023-03-23,plastic,0.063,landfill,False,production_job
525,200,2023-03-23,polyester,0.091,incineration,False,production_job
526,100,2023-03-23,silk,0.202,reused,True,production_job
527,100,2023-03-23,silk,0.083,landfill,False,production_job
528,200,2023-03-23,plastic,0.267,incineration,False,production_job
529,200,2023-03-23,cotton,0.027,recycled,True,production_job
530,200,2023-03-23,metal,0.21,landfill,False,production_job
531,100,2023-03-23,polyester,0.067,recycled,True,production_job
532,200,2023-03-23,plastic,0.09,reused,True,production_job
533,100,2023-03-23,cotton,0.064,landfill,False,production_job
534,100,2023-03-23,metal,0.111,recycled,True,production_job
535,100,2023-03-23,cotton,0.101,incineration,False,production_job
536,200,2023-03-23,plastic,0.045,landfill,False,production_job
537,200,2023-03-23,plastic,0.113,landfill,False,production_job
538,100,2023-03-23,paper,0.057,landfill,False,production_job
539,100,2023-03-23,polyester,0.122,recycled,True,production_job
540,200,2023-03-23,plastic,0.055,landfill,False,production_job
541,100,2023-03-23,paper,0.064,incineration,False,production_job
542,200,2023-03-23,polyester,0.068,landfill,False,production_job
543,100,2023-03-23,metal,0.144,reused,True,production_job
544,200,2023-03-23,silk,0.275,recycled,True,production_job
545,100,2023-03-23,silk,0.111,recycled,True,production_job
546,200,2023-03-24,plastic,0.13,reused,True,production_job
547,100,2023-03-24,paper,0.164,recycled,True,production_job
548,200,2023-03-24,cotton,0.154,incineration,False,production_job
549,200,2023-03-24,silk,0.263,landfill,False,production_job
550,100,2023-03-24,plastic,0.043,recycled,True,production_job
551,100,2023-03-24,silk,0.168,landfill,False,production_job
552,200,2023-03-24,silk,0.209,incineration,False,production_job
553,100,2023-03-24,polyester,0.017,landfill,False,production_job
554,200,2023-03-24,plastic,0.16,landfill,False,production_job
555,100,2023-03-24,metal,0.217,reused,True,production_job
556,200,2023-03-24,polyester,0.207,landfill,False,production_job
557,200,2023-03-24,polyester,0.167,incineration,False,production_job
558,200,2023-03-24,metal,0.228,landfill,False,production_job
559,200,2023-03-24,metal,0.029,incineration,False,production_job
560,200,2023-03-24,silk,0.059,recycled,True,production_job
561,200,2023-03-24,silk,0.217,incineration,False,production_job
562,100,2023-03-24,polyester,0.082,incineration,False,production_job
563,100,2023-03-24,metal,0.05,reused,True,production_job
564,100,2023-03-24,metal,0.139,landfill,False,production_job
565,200,2023-03-24,paper,0.064,reused,True,production_job
566,200,2023-03-24,metal,0.134,reused,True,production_job
567,200,2023-03-24,paper,0.022,landfill,False,production_job
568,200,2023-03-24,silk,0.211,landfill,False,production_job
569,100,2023-03-24,silk,0.169,incineration,False,production_job
570,100,2023-03-24,cotton,0.179,reused,True,production_job
571,200,2023-03-24,metal,0.272,incineration,False,production_job
572,100,2023-03-24,polyester,0.157,incineration,False,production_job
573,100,2023-03-24,polyester,0.2,landfill,False,production_job
574,200,2023-03-24,silk,0.124,incineration,False,production_job
575,100,2023-03-24,plastic,0.183,incineration,False,production_job
576,200,2023-03-24,metal,0.261,recycled,True,production_job
577,100,2023-03-24,paper,0.027,landfill,False,production_job
578,200,2023-03-24,metal,0.341,reused,True,production_job
579,200,2023-03-24,plastic,0.293,landfill,False,production_job
580,200,2023-03-24,plastic,0.163,recycled,True,production_job
581,200,2023-03-24,polyester,0.03,landfill,False,production_job
582,100,2023-03-24,metal,0.179,incineration,False,production_job
583,200,2023-03-24,polyester,0.061,incineration,False,production_job
584,200,2023-03-24,plastic,0.064,incineration,False,production_job
585,200,2023-03-24,silk,0.144,landfill,False,production_job
586,100,2023-03-24,cotton,0.192,recycled,True,production_job
587,200,2023-03-24,paper,0.187,reused,True,production_job
588,100,2023-03-24,polyester,0.125,recycled,True,production_job
589,200,2023-03-24,polyester,0.067,recycled,True,production_job
590,100,2023-03-24,metal,0.19,landfill,False,production_job
591,100,2023-03-24,silk,0.181,incineration,False,production_job
592,200,2023-03-24,paper,0.039,recycled,True,production_job
593,100,2023-03-24,metal,0.115,landfill,False,production_job
594,200,2023-03-24,silk,0.195,landfill,False,production_job
595,200,2023-03-24,polyester,0.198,recycled,True,production_job
596,200,2023-03-24,metal,0.332,reused,True,production_job
597,100,2023-03-24,paper,0.119,incineration,False,production_job
598,100,2023-03-24,cotton,0.114,incineration,False,production_job
599,200,2023-03-24,plastic,0.074,landfill,False,production_job
600,200,2023-03-24,plastic,0.015,landfill,False,production_job
601,100,2023-03-24,paper,0.134,landfill,False,production_job
602,200,2023-03-24,paper,0.067,recycled,True,production_job
603,200,2023-03-24,plastic,0.14,incineration,False,production_job
604,200,2023-03-24,paper,0.033,incineration,False,production_job
605,100,2023-03-24,metal,0.268,landfill,False,production_job
606,100,2023-03-24,paper,0.091,incineration,False,production_job
607,100,2023-03-24,polyester,0.048,landfill,False,production_job
608,200,2023-03-24,metal,0.338,landfill,False,production_job
609,200,2023-03-24,paper,0.223,landfill,False,production_job
610,200,2023-03-24,paper,0.047,recycled,True,production_job
611,100,2023-03-24,silk,0.038,landfill,False,production_job
612,200,2023-03-24,polyester,0.077,recycled,True,production_job
613,200,2023-03-24,silk,0.358,incineration,False,production_job
614,200,2023-03-24,silk,0.115,incineration,False,production_job
615,200,2023-03-24,polyester,0.099,reused,True,production_job
616,100,2023-03-24,paper,0.157,incineration,False,production_job
617,100,2023-03-24,plastic,0.063,landfill,False,production_job
618,200,2023-03-24,cotton,0.035,recycled,True,production_job
619,100,2023-03-24,metal,0.331,landfill,False,production_job
620,100,2023-03-24,silk,0.255,recycled,True,production_job
621,200,2023-03-24,polyester,0.11,landfill,False,production_job
622,200,2023-03-24,polyester,0.051,incineration,False,production_job
623,100,2023-03-24,paper,0.295,incineration,False,production_job
624,200,2023-03-24,plastic,0.185,incineration,False,production_job
625,100,2023-03-24,metal,0.068,incineration,False,production_job
626,200,2023-03-24,silk,0.259,landfill,False,production_job
627,100,2023-03-24,silk,0.024,incineration,False,production_job
628,200,2023-03-24,paper,0.124,reused,True,production_job
629,100,2023-03-24,silk,0.205,landfill,False,production_job
630,100,2023-03-24,paper,0.056,landfill,False,production_job
631,100,2023-03-24,polyester,0.058,recycled,True,production_job
632,200,2023-03-24,cotton,0.067,recycled,True,production_job
633,100,2023-03-24,cotton,0.199,landfill,False,production_job
634,100,2023-03-24,silk,0.209,landfill,False,production_job
635,200,2023-03-24,paper,0.104,incineration,False,production_job
636,200,2023-03-24,plastic,0.141,landfill,False,production_job
637,100,2023-03-24,metal,0.094,landfill,False,production_job
638,100,2023-03-24,polyester,0.233,incineration,False,production_job
639,200,2023-03-24,plastic,0.064,landfill,False,production_job
640,200,2023-03-24,metal,0.148,reused,True,production_job
641,200,2023-03-24,cotton,0.034,recycled,True,production_job
642,200,2023-03-24,plastic,0.141,incineration,False,production_job
643,200,2023-03-24,silk,0.346,reused,True,production_job
644,100,2023-03-24,plastic,0.049,landfill,False,production_job
645,200,2023-03-24,paper,0.119,landfill,False,production_job
646,100,2023-03-24,metal,0.211,incineration,False,production_job
647,100,2023-03-24,plastic,0.056,landfill,False,production_job
648,100,2023-03-25,polyester,0.061,recycled,True,production_job
649,200,2023-03-25,silk,0.245,landfill,False,production_job
650,100,2023-03-25,cotton,0.168,landfill,False,production_job
651,100,2023-03-25,cotton,0.275,landfill,False,production_job
652,200,2023-03-25,cotton,0.101,landfill,False,production_job
653,100,2023-03-25,plastic,0.093,landfill,False,production_job
654,100,2023-03-25,metal,0.291,incineration,False,production_job
655,200,2023-03-25,polyester,0.231,landfill,False,production_job
656,100,2023-03-25,plastic,0.06,landfill,False,production_job
657,100,2023-03-25,metal,0.118,landfill,False,production_job
658,100,2023-03-25,plastic,0.262,landfill,False,production_job
659,200,2023-03-25,metal,0.118,incineration,False,production_job
660,200,2023-03-25,cotton,0.084,incineration,False,production_job
661,200,2023-03-25,cotton,0.028,incineration,False,production_job
662,100,2023-03-25,paper,0.062,incineration,False,production_job
663,100,2023-03-25,metal,0.125,incineration,False,production_job
664,200,2023-03-25,polyester,0.07,recycled,True,production_job
665,100,2023-03-25,polyester,0.08,landfill,False,production_job
666,100,2023-03-25,paper,0.247,incineration,False,production_job
667,200,2023-03-25,plastic,0.052,incineration,False,production_job
668,200,2023-03-25,metal,0.144,landfill,False,production_job
669,100,2023-03-25,paper,0.209,landfill,False,production_job
670,100,2023-03-25,polyester,0.119,recycled,True,production_job
671,100,2023-03-25,polyester,0.103,landfill,False,production_job
672,200,2023-03-25,silk,0.03,landfill,False,production_job
673,200,2023-03-25,paper,0.089,landfill,False,production_job
