production_id,machine_id,operation_type,quantity_produced,processing_time_min,energy_consumption_kwh,energy_intensity,machine_availability_percent,production_date,optimization_category
J430,M05,Lathe,3.39,44,12.69,3.743362831858407,85,2023-03-21,Moderate Efficiency
J431,M01,Grinding,2.09,48,2.15,1.0287081339712918,82,2023-03-21,Low Efficiency
J433,M04,Milling,1.52,46,9.54,6.276315789473683,89,2023-03-21,Low Efficiency
J434,M05,Grinding,3.21,87,14.22,4.429906542056075,80,2023-03-21,Moderate Efficiency
J435,M02,Grinding,4.42,51,4.84,1.095022624434389,80,2023-03-21,High Efficiency
J437,M05,Additive,4.6,57,11.57,2.5152173913043483,88,2023-03-21,Low Efficiency
J440,M04,Lathe,3.57,98,2.65,0.742296918767507,80,2023-03-21,High Efficiency
J442,M05,Drilling,2.77,97,3.62,1.3068592057761732,87,2023-03-21,Low Efficiency
J443,M03,Lathe,2.1,109,12.1,5.761904761904762,97,2023-03-21,Moderate Efficiency
J444,M03,Grinding,4.32,56,14.6,3.3796296296296293,83,2023-03-21,Moderate Efficiency
J445,M04,Lathe,3.54,56,5.06,1.4293785310734461,98,2023-03-21,Low Efficiency
J447,M01,Milling,3.02,73,3.13,1.0364238410596025,87,2023-03-21,Optimal Efficiency
J448,M05,Drilling,4.17,54,12.99,3.115107913669065,84,2023-03-21,Moderate Efficiency
J449,M01,Grinding,4.65,118,3.42,0.7354838709677418,89,2023-03-21,High Efficiency
J452,M02,Drilling,1.82,110,7.81,4.291208791208791,99,2023-03-21,Moderate Efficiency
J453,M03,Additive,3.78,113,5.09,1.3465608465608465,91,2023-03-21,High Efficiency
J455,M01,Grinding,3.88,107,2.35,0.6056701030927836,92,2023-03-21,High Efficiency
J458,M03,Grinding,4.18,110,12.73,3.045454545454546,85,2023-03-21,Low Efficiency
J459,M02,Grinding,4.68,93,10.61,2.267094017094017,83,2023-03-21,Moderate Efficiency
J460,M04,Grinding,4.89,105,4.74,0.9693251533742332,87,2023-03-21,Low Efficiency
J461,M02,Drilling,4.06,50,9.95,2.450738916256158,97,2023-03-21,Moderate Efficiency
J463,M02,Grinding,2.31,28,13.03,5.64069264069264,80,2023-03-21,Low Efficiency
J464,M02,Lathe,1.46,92,2.84,1.9452054794520548,98,2023-03-21,Low Efficiency
J466,M01,Milling,4.8,21,11.49,2.3937500000000003,83,2023-03-21,Moderate Efficiency
J467,M01,Grinding,1.76,37,10.63,6.0397727272727275,97,2023-03-21,Low Efficiency
J468,M05,Milling,1.8,42,9.42,5.233333333333333,82,2023-03-21,Low Efficiency
J469,M04,Additive,4.17,119,9.17,2.199040767386091,92,2023-03-21,High Efficiency
J470,M05,Drilling,1.8,56,11.98,6.655555555555556,87,2023-03-21,Moderate Efficiency
J471,M01,Lathe,1.72,22,2.3,1.3372093023255813,90,2023-03-21,High Efficiency
J472,M02,Grinding,4.92,79,7.54,1.532520325203252,98,2023-03-21,Low Efficiency
J473,M04,Lathe,3.84,80,12.21,3.1796875000000004,81,2023-03-21,Low Efficiency
J475,M01,Lathe,2.07,106,8.41,4.06280193236715,95,2023-03-21,Moderate Efficiency
J476,M02,Lathe,2.88,83,4.14,1.4375,86,2023-03-21,High Efficiency
J477,M01,Drilling,1.23,35,14.52,11.804878048780488,98,2023-03-21,Low Efficiency
J479,M02,Milling,4.82,66,3.68,0.7634854771784232,97,2023-03-21,High Efficiency
J480,M01,Grinding,2.3,54,5.21,2.265217391304348,81,2023-03-21,Low Efficiency
J482,M02,Additive,2.88,73,5.99,2.079861111111111,91,2023-03-21,High Efficiency
J483,M03,Milling,4.0,33,3.04,0.76,83,2023-03-21,Low Efficiency
J484,M04,Additive,1.43,111,6.81,4.7622377622377625,90,2023-03-21,Low Efficiency
J485,M03,Lathe,3.38,34,9.0,2.6627218934911245,95,2023-03-21,Low Efficiency
J486,M03,Grinding,2.91,53,8.12,2.7903780068728516,84,2023-03-21,Low Efficiency
J488,M05,Milling,2.1,95,5.58,2.657142857142857,92,2023-03-21,High Efficiency
J489,M04,Lathe,1.82,37,4.17,2.291208791208791,93,2023-03-21,High Efficiency
J490,M05,Grinding,1.69,81,5.42,3.2071005917159763,95,2023-03-21,High Efficiency
J491,M01,Milling,3.67,36,13.87,3.7792915531335147,91,2023-03-21,Moderate Efficiency
J492,M04,Additive,3.69,65,5.53,1.4986449864498645,91,2023-03-21,High Efficiency
J493,M02,Additive,4.47,100,9.82,2.196868008948546,81,2023-03-21,Moderate Efficiency
J495,M01,Drilling,2.42,44,6.16,2.5454545454545454,92,2023-03-21,High Efficiency
J497,M01,Drilling,4.94,23,10.07,2.0384615384615383,92,2023-03-21,Moderate Efficiency
J498,M01,Drilling,2.27,97,8.17,3.5991189427312773,85,2023-03-21,Moderate Efficiency
J499,M05,Grinding,4.3,69,8.55,1.988372093023256,88,2023-03-21,Moderate Efficiency
J501,M02,Lathe,1.3,48,6.1,4.692307692307692,91,2023-03-21,High Efficiency
J503,M01,Additive,1.76,90,14.29,8.119318181818182,83,2023-03-21,Low Efficiency
J505,M02,Milling,1.28,74,13.58,10.609375,90,2023-03-21,Low Efficiency
J506,M05,Milling,3.94,117,8.99,2.281725888324873,82,2023-03-21,Low Efficiency
J509,M03,Milling,3.39,103,9.13,2.6932153392330385,86,2023-03-21,High Efficiency
J511,M02,Grinding,1.93,74,9.07,4.699481865284975,84,2023-03-21,Low Efficiency
J512,M05,Additive,4.9,98,4.27,0.8714285714285713,90,2023-03-21,Low Efficiency
J517,M04,Lathe,4.64,66,14.84,3.1982758620689657,84,2023-03-21,Low Efficiency
J518,M05,Lathe,2.64,61,4.09,1.549242424242424,87,2023-03-21,Low Efficiency
J519,M02,Drilling,3.6,96,14.32,3.977777777777778,89,2023-03-21,Moderate Efficiency
J521,M05,Milling,4.81,62,14.46,3.0062370062370065,80,2023-03-21,Low Efficiency
J523,M02,Additive,1.32,52,6.94,5.257575757575758,90,2023-03-21,High Efficiency
J524,M03,Additive,3.18,62,10.68,3.3584905660377355,96,2023-03-21,Moderate Efficiency
J525,M01,Milling,2.66,92,10.02,3.7669172932330826,88,2023-03-21,Moderate Efficiency
J526,M02,Grinding,3.61,76,9.64,2.6703601108033244,96,2023-03-21,Low Efficiency
J527,M01,Milling,1.08,67,3.15,2.9166666666666665,91,2023-03-21,Low Efficiency
J531,M01,Grinding,1.21,90,8.86,7.322314049586777,95,2023-03-22,Low Efficiency
J532,M03,Additive,4.5,106,4.73,1.051111111111111,84,2023-03-22,High Efficiency
J533,M01,Drilling,1.54,112,6.86,4.454545454545455,93,2023-03-22,High Efficiency
J534,M02,Lathe,3.14,61,3.66,1.1656050955414012,88,2023-03-22,High Efficiency
J535,M02,Drilling,4.9,45,6.96,1.420408163265306,90,2023-03-22,Low Efficiency
J536,M01,Grinding,2.32,100,6.97,3.0043103448275863,81,2023-03-22,Low Efficiency
J537,M02,Lathe,3.05,48,13.96,4.57704918032787,90,2023-03-22,Low Efficiency
J538,M01,Lathe,1.12,75,2.16,1.9285714285714286,86,2023-03-22,High Efficiency
J539,M01,Drilling,2.94,116,10.59,3.6020408163265305,96,2023-03-22,Moderate Efficiency
J540,M05,Lathe,3.88,60,3.62,0.9329896907216495,95,2023-03-22,High Efficiency
J541,M01,Additive,1.81,53,4.45,2.458563535911602,85,2023-03-22,High Efficiency
J542,M03,Drilling,3.57,47,13.17,3.689075630252101,89,2023-03-22,Moderate Efficiency
J543,M05,Lathe,2.12,87,3.37,1.5896226415094339,89,2023-03-22,High Efficiency
J544,M02,Lathe,1.3,89,5.76,4.43076923076923,89,2023-03-22,High Efficiency
J545,M05,Lathe,4.19,50,6.67,1.5918854415274462,89,2023-03-22,Low Efficiency
J546,M04,Lathe,2.77,95,7.55,2.7256317689530687,81,2023-03-22,Moderate Efficiency
J547,M04,Lathe,2.75,100,6.39,2.3236363636363637,91,2023-03-22,High Efficiency
J548,M04,Additive,2.81,21,5.14,1.8291814946619216,91,2023-03-22,High Efficiency
J549,M04,Additive,1.61,61,14.7,9.130434782608695,88,2023-03-22,Low Efficiency
J550,M02,Lathe,2.98,31,6.28,2.1073825503355708,92,2023-03-22,High Efficiency
J551,M01,Drilling,3.36,85,5.05,1.5029761904761905,92,2023-03-22,Low Efficiency
J552,M01,Additive,4.76,68,11.58,2.4327731092436977,86,2023-03-22,Moderate Efficiency
J553,M03,Lathe,3.11,63,12.39,3.983922829581994,83,2023-03-22,Moderate Efficiency
J554,M04,Milling,1.42,93,6.97,4.908450704225352,96,2023-03-22,High Efficiency
J557,M04,Drilling,3.61,44,4.66,1.290858725761773,98,2023-03-22,High Efficiency
J558,M03,Drilling,4.07,56,8.89,2.1842751842751844,87,2023-03-22,Moderate Efficiency
J559,M02,Lathe,1.78,114,9.67,5.432584269662922,88,2023-03-22,Moderate Efficiency
J561,M04,Milling,1.65,44,8.3,5.030303030303031,88,2023-03-22,Moderate Efficiency
J562,M05,Lathe,3.38,108,10.49,3.103550295857988,91,2023-03-22,Moderate Efficiency
J563,M05,Milling,1.36,80,7.48,5.5,81,2023-03-22,Moderate Efficiency
J564,M02,Grinding,2.72,112,12.39,4.555147058823529,85,2023-03-22,Low Efficiency
J565,M05,Milling,3.16,110,13.71,4.338607594936709,95,2023-03-22,Moderate Efficiency
J566,M02,Grinding,2.91,108,6.09,2.092783505154639,84,2023-03-22,High Efficiency
J567,M01,Milling,3.42,88,7.35,2.1491228070175437,97,2023-03-22,High Efficiency
J569,M02,Grinding,3.08,52,10.42,3.383116883116883,96,2023-03-22,Low Efficiency
J570,M03,Grinding,3.17,67,13.2,4.16403785488959,91,2023-03-22,Low Efficiency
J572,M04,Additive,1.44,90,11.44,7.944444444444445,94,2023-03-22,Moderate Efficiency
J574,M02,Milling,2.31,23,5.63,2.437229437229437,98,2023-03-22,Low Efficiency
J576,M03,Lathe,2.29,65,3.67,1.6026200873362444,87,2023-03-22,High Efficiency
J578,M03,Lathe,2.88,84,4.29,1.4895833333333335,90,2023-03-22,Low Efficiency
J579,M03,Drilling,3.36,94,13.75,4.092261904761905,86,2023-03-22,Moderate Efficiency
J580,M04,Milling,3.96,28,9.13,2.305555555555556,86,2023-03-22,Low Efficiency
J581,M01,Additive,3.37,67,11.24,3.335311572700297,98,2023-03-22,Moderate Efficiency
J583,M02,Milling,4.15,56,13.47,3.2457831325301205,80,2023-03-22,Low Efficiency
J586,M01,Additive,4.59,88,10.05,2.189542483660131,82,2023-03-22,Moderate Efficiency
J589,M03,Additive,4.06,54,11.89,2.928571428571429,88,2023-03-22,Low Efficiency
J590,M03,Lathe,1.72,110,3.47,2.0174418604651163,82,2023-03-22,Low Efficiency
J593,M03,Grinding,3.12,87,6.22,1.9935897435897434,89,2023-03-22,Low Efficiency
J594,M05,Drilling,2.22,84,12.13,5.463963963963963,86,2023-03-22,Low Efficiency
J595,M05,Lathe,4.3,26,9.83,2.286046511627907,83,2023-03-22,Low Efficiency
J596,M02,Additive,4.69,21,3.03,0.6460554371002131,91,2023-03-22,High Efficiency
J597,M04,Milling,3.02,64,11.0,3.642384105960265,88,2023-03-22,Moderate Efficiency
J598,M04,Additive,4.33,102,2.43,0.561200923787529,93,2023-03-22,Optimal Efficiency
J600,M01,Milling,4.72,63,10.66,2.2584745762711864,86,2023-03-22,Low Efficiency
J601,M01,Milling,3.89,60,12.62,3.2442159383033418,92,2023-03-22,Low Efficiency
J603,M03,Lathe,3.24,90,7.32,2.259259259259259,83,2023-03-22,High Efficiency
J605,M04,Additive,1.43,25,9.27,6.4825174825174825,91,2023-03-22,Moderate Efficiency
J606,M01,Grinding,3.62,103,11.35,3.1353591160220993,94,2023-03-22,Moderate Efficiency
J613,M03,Additive,4.02,66,6.01,1.4950248756218907,84,2023-03-22,High Efficiency
J614,M01,Lathe,4.24,77,5.71,1.346698113207547,81,2023-03-22,High Efficiency
J617,M01,Drilling,2.09,66,11.05,5.28708133971292,91,2023-03-22,Low Efficiency
J618,M02,Lathe,3.83,94,13.39,3.496083550913838,84,2023-03-22,Moderate Efficiency
J620,M01,Additive,3.85,112,13.5,3.5064935064935066,85,2023-03-22,Moderate Efficiency
J621,M05,Drilling,4.68,58,8.91,1.903846153846154,87,2023-03-22,Low Efficiency
J623,M04,Grinding,2.43,109,9.16,3.7695473251028804,81,2023-03-22,High Efficiency
J624,M03,Additive,1.92,29,14.55,7.578125000000001,91,2023-03-22,Moderate Efficiency
J626,M05,Drilling,3.13,52,2.68,0.8562300319488819,82,2023-03-22,Low Efficiency
J627,M01,Grinding,3.22,72,3.4,1.0559006211180124,85,2023-03-22,Low Efficiency
J628,M02,Drilling,1.5,119,6.85,4.566666666666666,84,2023-03-22,Low Efficiency
J631,M01,Lathe,4.54,105,2.63,0.579295154185022,97,2023-03-22,Low Efficiency
J632,M01,Grinding,2.1,51,13.64,6.495238095238095,85,2023-03-22,Low Efficiency
J634,M03,Drilling,3.26,87,9.49,2.9110429447852764,80,2023-03-22,Low Efficiency
J638,M05,Drilling,3.8,93,4.06,1.068421052631579,88,2023-03-22,Low Efficiency
J640,M01,Lathe,1.78,36,6.59,3.702247191011236,86,2023-03-22,High Efficiency
J644,M02,Drilling,4.04,87,14.09,3.4876237623762374,89,2023-03-22,Moderate Efficiency
J647,M05,Grinding,2.44,97,14.54,5.959016393442623,98,2023-03-22,Low Efficiency
J648,M01,Additive,1.71,56,11.0,6.432748538011696,90,2023-03-22,Moderate Efficiency
J650,M04,Drilling,1.34,100,9.56,7.134328358208955,85,2023-03-22,Moderate Efficiency
J652,M01,Additive,2.29,25,3.47,1.51528384279476,85,2023-03-22,High Efficiency
J655,M04,Milling,4.76,46,4.61,0.9684873949579833,89,2023-03-22,Low Efficiency
J656,M02,Grinding,3.68,23,8.99,2.442934782608696,87,2023-03-22,High Efficiency
J657,M03,Grinding,3.91,101,10.7,2.7365728900255752,95,2023-03-22,Moderate Efficiency
J661,M04,Lathe,3.82,79,13.23,3.4633507853403143,96,2023-03-22,Low Efficiency
J664,M05,Additive,4.86,97,2.25,0.4629629629629629,86,2023-03-22,Optimal Efficiency
J665,M02,Lathe,1.12,45,7.92,7.07142857142857,97,2023-03-22,High Efficiency
J666,M01,Additive,2.92,71,2.99,1.0239726027397262,97,2023-03-22,Low Efficiency
J667,M01,Milling,2.63,71,6.57,2.4980988593155895,97,2023-03-22,High Efficiency
J668,M01,Additive,3.36,29,11.77,3.5029761904761907,94,2023-03-22,Low Efficiency
J669,M03,Additive,3.22,39,5.85,1.8167701863354035,94,2023-03-22,Low Efficiency
J670,M01,Grinding,4.21,84,10.61,2.520190023752969,91,2023-03-22,Moderate Efficiency
J671,M02,Drilling,3.0,116,8.84,2.9466666666666668,91,2023-03-22,High Efficiency
J674,M03,Additive,4.68,99,6.84,1.4615384615384617,82,2023-03-23,High Efficiency
J679,M01,Drilling,1.65,76,10.69,6.4787878787878785,88,2023-03-23,Low Efficiency
J680,M02,Additive,3.12,24,11.09,3.5544871794871793,86,2023-03-23,Moderate Efficiency
J681,M04,Grinding,4.08,67,11.06,2.7107843137254903,81,2023-03-23,Low Efficiency
J682,M03,Milling,1.73,46,4.04,2.3352601156069364,85,2023-03-23,Low Efficiency
J683,M04,Grinding,2.22,46,6.99,3.1486486486486487,90,2023-03-23,Low Efficiency
J684,M03,Grinding,1.46,28,13.43,9.198630136986301,96,2023-03-23,Low Efficiency
J685,M03,Additive,4.39,81,10.4,2.3690205011389525,91,2023-03-23,Moderate Efficiency
J686,M03,Milling,4.76,37,5.02,1.0546218487394958,98,2023-03-23,High Efficiency
J688,M01,Milling,4.75,62,7.47,1.5726315789473684,89,2023-03-23,Low Efficiency
J689,M03,Lathe,1.17,25,5.92,5.0598290598290605,85,2023-03-23,High Efficiency
J691,M05,Milling,3.48,87,4.38,1.2586206896551724,97,2023-03-23,Low Efficiency
J692,M01,Drilling,4.66,83,4.07,0.8733905579399142,89,2023-03-23,High Efficiency
J693,M03,Lathe,4.51,59,3.23,0.7161862527716186,85,2023-03-23,Low Efficiency
J694,M01,Drilling,2.77,23,9.15,3.3032490974729245,94,2023-03-23,Moderate Efficiency
J700,M01,Drilling,3.16,105,8.39,2.6550632911392404,90,2023-03-23,Low Efficiency
J703,M01,Additive,1.08,41,7.52,6.962962962962962,99,2023-03-23,Moderate Efficiency
J706,M03,Drilling,1.2,85,8.14,6.783333333333334,86,2023-03-23,Low Efficiency
J710,M02,Grinding,1.76,77,12.33,7.005681818181818,92,2023-03-23,Low Efficiency
J711,M04,Grinding,2.54,38,11.54,4.543307086614173,84,2023-03-23,Low Efficiency
J712,M03,Drilling,1.35,80,12.83,9.503703703703703,99,2023-03-23,Moderate Efficiency
J715,M05,Lathe,4.22,51,4.22,1.0,80,2023-03-23,High Efficiency
J716,M05,Additive,3.67,27,3.19,0.8692098092643051,85,2023-03-23,High Efficiency
J718,M04,Additive,1.79,101,5.32,2.9720670391061454,80,2023-03-23,High Efficiency
J719,M04,Milling,3.19,92,4.96,1.5548589341692791,85,2023-03-23,High Efficiency
J720,M01,Additive,1.24,91,2.78,2.2419354838709675,86,2023-03-23,Low Efficiency
J722,M04,Drilling,2.43,40,14.48,5.958847736625514,80,2023-03-23,Moderate Efficiency
J724,M01,Additive,2.69,32,9.08,3.37546468401487,97,2023-03-23,Moderate Efficiency
J725,M04,Lathe,4.78,117,12.68,2.6527196652719662,87,2023-03-23,Low Efficiency
J730,M02,Additive,4.63,119,2.06,0.4449244060475162,97,2023-03-23,Low Efficiency
J731,M02,Additive,2.94,115,13.99,4.758503401360544,97,2023-03-23,Low Efficiency
J732,M04,Drilling,2.07,31,2.33,1.1256038647342996,82,2023-03-23,Low Efficiency
J733,M02,Lathe,4.02,82,6.14,1.527363184079602,81,2023-03-23,Low Efficiency
J735,M01,Milling,4.41,54,6.6,1.4965986394557822,84,2023-03-23,Low Efficiency
J736,M05,Grinding,2.13,27,6.99,3.2816901408450705,94,2023-03-23,Low Efficiency
J737,M05,Lathe,2.04,20,10.93,5.357843137254902,87,2023-03-23,Low Efficiency
J739,M04,Additive,2.11,98,11.77,5.578199052132701,97,2023-03-23,Low Efficiency
J740,M01,Additive,4.6,58,11.98,2.604347826086957,94,2023-03-23,Moderate Efficiency
J742,M01,Additive,1.17,75,12.89,11.017094017094019,84,2023-03-23,Moderate Efficiency
J744,M02,Lathe,3.2,98,7.96,2.4875,86,2023-03-23,High Efficiency
J746,M03,Milling,1.14,30,7.66,6.719298245614036,96,2023-03-23,High Efficiency
J747,M05,Lathe,2.57,36,13.05,5.077821011673152,80,2023-03-23,Moderate Efficiency
J750,M05,Drilling,1.7,74,7.82,4.6000000000000005,93,2023-03-23,High Efficiency
J751,M05,Drilling,3.87,90,2.72,0.702842377260982,87,2023-03-23,Low Efficiency
J754,M02,Milling,3.57,117,8.53,2.3893557422969187,98,2023-03-23,Low Efficiency
J756,M03,Grinding,4.24,29,11.47,2.705188679245283,83,2023-03-23,Low Efficiency
J757,M04,Grinding,1.74,67,7.84,4.505747126436781,82,2023-03-23,Low Efficiency
J758,M04,Drilling,1.9,32,2.32,1.2210526315789474,92,2023-03-23,High Efficiency
J760,M02,Drilling,1.66,26,6.33,3.813253012048193,85,2023-03-23,High Efficiency
J761,M03,Milling,1.83,87,6.72,3.6721311475409832,90,2023-03-23,High Efficiency
J762,M04,Lathe,4.14,76,11.27,2.7222222222222223,99,2023-03-23,Moderate Efficiency
J764,M04,Grinding,4.25,97,3.23,0.76,82,2023-03-23,High Efficiency
J767,M03,Grinding,1.83,112,3.11,1.6994535519125682,95,2023-03-23,Low Efficiency
J768,M04,Milling,2.13,87,5.3,2.488262910798122,95,2023-03-23,Low Efficiency
J769,M01,Drilling,2.3,59,4.32,1.8782608695652177,95,2023-03-23,High Efficiency
J771,M05,Additive,3.69,103,2.21,0.5989159891598916,95,2023-03-23,Low Efficiency
J774,M01,Additive,2.43,69,13.76,5.662551440329218,80,2023-03-23,Low Efficiency
J775,M03,Lathe,4.73,34,3.0,0.6342494714587738,92,2023-03-23,High Efficiency
J776,M03,Milling,1.86,118,7.64,4.10752688172043,91,2023-03-23,High Efficiency
J778,M03,Additive,4.9,75,13.52,2.7591836734693875,82,2023-03-23,Moderate Efficiency
J779,M01,Grinding,3.67,64,3.28,0.8937329700272479,90,2023-03-23,High Efficiency
J781,M05,Milling,2.8,103,8.66,3.092857142857143,92,2023-03-23,Low Efficiency
J782,M02,Drilling,1.99,42,7.26,3.648241206030151,81,2023-03-23,Low Efficiency
J783,M01,Drilling,2.84,73,12.23,4.306338028169014,93,2023-03-23,Moderate Efficiency
J784,M02,Additive,4.55,118,7.16,1.5736263736263738,96,2023-03-23,Low Efficiency
J785,M04,Lathe,4.92,97,5.17,1.0508130081300813,92,2023-03-23,Low Efficiency
J786,M05,Drilling,3.39,110,7.71,2.2743362831858405,92,2023-03-23,Low Efficiency
J787,M02,Grinding,4.07,92,11.17,2.744471744471744,89,2023-03-23,Moderate Efficiency
J790,M05,Milling,4.43,28,8.66,1.9548532731376977,98,2023-03-23,Low Efficiency
J791,M03,Additive,3.15,106,3.13,0.9936507936507937,92,2023-03-23,Low Efficiency
J792,M04,Additive,4.97,70,4.08,0.8209255533199196,93,2023-03-23,High Efficiency
J793,M03,Milling,1.41,99,8.8,6.241134751773051,90,2023-03-23,Low Efficiency
J798,M03,Milling,3.76,44,10.31,2.742021276595745,89,2023-03-23,Moderate Efficiency
J801,M03,Drilling,1.73,55,9.06,5.236994219653179,83,2023-03-23,Low Efficiency
J802,M01,Drilling,2.43,114,8.67,3.567901234567901,83,2023-03-23,High Efficiency
J804,M03,Milling,3.31,34,3.84,1.16012084592145,92,2023-03-23,Low Efficiency
J805,M03,Drilling,3.95,54,8.32,2.1063291139240508,97,2023-03-23,Moderate Efficiency
J806,M02,Grinding,4.33,110,2.38,0.5496535796766744,91,2023-03-23,Low Efficiency
J807,M05,Milling,4.11,99,7.53,1.8321167883211678,85,2023-03-23,Low Efficiency
J808,M05,Drilling,4.73,114,10.93,2.310782241014799,84,2023-03-23,Low Efficiency
J809,M01,Additive,1.57,93,5.43,3.4585987261146496,89,2023-03-23,Low Efficiency
J810,M04,Drilling,2.93,84,3.53,1.204778156996587,86,2023-03-23,Low Efficiency
J811,M01,Drilling,1.25,29,7.98,6.384,92,2023-03-23,Moderate Efficiency
J812,M05,Drilling,2.37,24,10.78,4.548523206751055,88,2023-03-23,Moderate Efficiency
J813,M05,Grinding,1.86,119,3.48,1.8709677419354838,95,2023-03-23,High Efficiency
J814,M02,Additive,3.83,104,14.05,3.668407310704961,91,2023-03-23,Low Efficiency
J816,M05,Milling,3.58,34,14.45,4.036312849162011,96,2023-03-23,Moderate Efficiency
J817,M02,Drilling,1.46,66,3.12,2.136986301369863,95,2023-03-23,Low Efficiency
J818,M01,Grinding,4.39,61,11.59,2.640091116173121,84,2023-03-24,Low Efficiency
J819,M05,Milling,2.54,72,7.28,2.866141732283465,81,2023-03-24,Moderate Efficiency
J821,M04,Drilling,4.17,24,8.58,2.0575539568345325,92,2023-03-24,Moderate Efficiency
J822,M01,Drilling,4.96,90,12.86,2.592741935483871,97,2023-03-24,Low Efficiency
J823,M01,Lathe,2.11,94,8.95,4.241706161137441,87,2023-03-24,Low Efficiency
J824,M05,Grinding,4.09,93,2.9,0.7090464547677262,87,2023-03-24,Low Efficiency
J826,M03,Lathe,3.36,67,3.19,0.949404761904762,93,2023-03-24,Low Efficiency
J827,M01,Milling,1.11,99,12.67,11.414414414414413,91,2023-03-24,Moderate Efficiency
J828,M03,Lathe,3.51,58,10.11,2.8803418803418803,83,2023-03-24,Moderate Efficiency
J830,M04,Milling,2.73,24,3.36,1.2307692307692308,82,2023-03-24,Low Efficiency
J832,M01,Grinding,3.68,100,12.13,3.296195652173913,89,2023-03-24,Low Efficiency
J833,M02,Additive,4.31,89,6.12,1.4199535962877032,96,2023-03-24,High Efficiency
J834,M04,Milling,3.59,71,12.87,3.584958217270195,80,2023-03-24,Moderate Efficiency
J835,M01,Grinding,1.84,60,13.14,7.141304347826087,84,2023-03-24,Moderate Efficiency
J838,M02,Grinding,1.93,102,4.48,2.3212435233160624,80,2023-03-24,Low Efficiency
J839,M05,Milling,2.77,74,12.74,4.59927797833935,98,2023-03-24,Low Efficiency
J840,M02,Grinding,4.41,118,14.0,3.1746031746031744,98,2023-03-24,Low Efficiency
J843,M05,Grinding,3.36,61,8.88,2.6428571428571432,87,2023-03-24,High Efficiency
J844,M04,Drilling,1.91,58,8.75,4.581151832460733,96,2023-03-24,Low Efficiency
J845,M04,Lathe,2.1,40,14.19,6.757142857142856,97,2023-03-24,Moderate Efficiency
J846,M01,Additive,3.05,91,8.59,2.816393442622951,91,2023-03-24,Low Efficiency
J848,M02,Grinding,1.07,86,6.85,6.401869158878504,95,2023-03-24,Low Efficiency
J849,M05,Grinding,2.81,53,8.73,3.106761565836299,83,2023-03-24,Low Efficiency
J853,M03,Additive,4.64,86,11.14,2.4008620689655173,89,2023-03-24,Low Efficiency
J854,M05,Milling,3.38,68,12.99,3.8431952662721893,83,2023-03-24,Moderate Efficiency
J855,M04,Lathe,3.63,90,13.56,3.735537190082645,81,2023-03-24,Moderate Efficiency
J857,M04,Additive,2.18,62,13.79,6.3256880733944945,87,2023-03-24,Moderate Efficiency
J858,M03,Additive,3.5,114,5.38,1.5371428571428571,84,2023-03-24,Low Efficiency
J860,M04,Lathe,4.42,102,8.07,1.82579185520362,95,2023-03-24,High Efficiency
J863,M03,Milling,2.91,77,9.83,3.3780068728522337,90,2023-03-24,Moderate Efficiency
J864,M02,Grinding,4.28,79,10.56,2.467289719626168,99,2023-03-24,Moderate Efficiency
J865,M04,Drilling,1.95,77,7.76,3.9794871794871796,99,2023-03-24,High Efficiency
J866,M01,Grinding,4.32,33,2.47,0.5717592592592593,88,2023-03-24,Low Efficiency
J869,M04,Lathe,4.81,39,13.37,2.7796257796257797,88,2023-03-24,Moderate Efficiency
J870,M01,Milling,2.68,79,12.19,4.548507462686567,88,2023-03-24,Moderate Efficiency
J871,M03,Lathe,1.47,72,13.33,9.068027210884354,87,2023-03-24,Low Efficiency
J872,M03,Lathe,3.74,91,5.32,1.4224598930481283,96,2023-03-24,High Efficiency
J873,M02,Lathe,1.97,109,8.73,4.431472081218274,91,2023-03-24,Low Efficiency
J874,M03,Milling,3.84,74,9.06,2.359375,83,2023-03-24,Low Efficiency
J875,M03,Additive,2.28,85,13.44,5.894736842105264,93,2023-03-24,Low Efficiency
J878,M05,Milling,3.92,116,3.49,0.8903061224489797,88,2023-03-24,High Efficiency
J881,M03,Grinding,3.08,105,10.44,3.3896103896103895,98,2023-03-24,Moderate Efficiency
J882,M05,Lathe,3.27,60,7.5,2.293577981651376,90,2023-03-24,Low Efficiency
J883,M02,Milling,2.12,43,3.75,1.7688679245283019,84,2023-03-24,High Efficiency
J884,M02,Grinding,3.58,32,13.96,3.899441340782123,82,2023-03-24,Low Efficiency
J885,M05,Drilling,4.98,45,8.68,1.7429718875502005,95,2023-03-24,Moderate Efficiency
J886,M04,Drilling,3.75,25,9.4,2.506666666666667,90,2023-03-24,Low Efficiency
J887,M04,Lathe,1.69,105,11.47,6.786982248520711,87,2023-03-24,Moderate Efficiency
J890,M01,Drilling,2.53,30,13.66,5.399209486166009,92,2023-03-24,Low Efficiency
J891,M02,Milling,3.14,104,3.16,1.0063694267515924,92,2023-03-24,Low Efficiency
J892,M02,Drilling,4.65,43,14.03,3.0172043010752683,91,2023-03-24,Moderate Efficiency
J893,M04,Lathe,3.22,115,12.2,3.788819875776397,90,2023-03-24,Moderate Efficiency
J894,M01,Milling,1.58,68,12.26,7.7594936708860756,94,2023-03-24,Low Efficiency
J895,M05,Additive,1.32,82,6.89,5.219696969696969,93,2023-03-24,High Efficiency
